temperature,ph_level,turbidity,temp_delta,ph_delta,turb_delta,is_safe
28.22,7.15,75.5,0.2,-0.01,-1.8,1
28.16,7.37,35.79,-0.03,-0.02,-1.07,1
29.79,7.73,62.84,-0.24,0.01,1.59,1
36.27,9.07,135.99,-0.09,0.06,1.18,0
28.07,7.55,45.23,0.27,0.02,-0.73,1
35.03,4.82,99.21,0.19,-0.02,0.65,0
26.01,7.39,56.25,-0.13,-0.03,1.79,1
22.3,9.13,147.24,0.14,-0.05,-0.13,0
29.71,7.1,70.06,0.03,0.04,0.63,1
30.92,6.73,44.34,-0.05,-0.08,-1.05,1
26.94,6.5,42.77,0.14,0.01,-1.34,1
26.23,6.76,52.16,0.11,0.01,1.62,1
26.24,7.53,68.59,-1.94,0.56,36.38,0
29.28,7.39,52.77,0.23,-0.08,-0.71,1
28.99,7.05,71.28,-0.23,-0.06,0.34,1
30.08,8.19,57.67,0.07,-0.1,1.82,1
28.06,6.66,39.13,0.17,0.05,-1.06,1
31.22,8.2,66.95,2.58,0.75,32.14,0
31.56,6.83,56.12,-2.9,-0.87,28.32,0
25.66,7.7,32.89,0.01,0.09,1.91,1
31.76,8.27,53.68,-2.94,0.77,20.41,0
34.05,10.46,144.82,0.2,-0.07,-1.68,0
26.47,8.49,35.58,-0.2,-0.01,0.54,1
29.66,7.82,45.1,-1.71,-0.71,19.24,0
20.22,8.93,100.04,0.01,-0.06,1.18,0
25.19,6.61,64.87,-0.04,-0.06,0.41,1
31.36,8.18,55.88,-0.29,-0.09,-1.21,1
30.02,8.4,69.65,-0.21,0.09,0.15,1
29.8,7.5,51.58,1.54,0.52,30.73,0
29.14,6.57,53.22,-0.25,-0.09,-0.63,1
27.77,8.19,57.64,-0.08,0.08,0.01,1
25.37,7.19,31.12,-0.16,-0.03,-1.7,1
29.44,6.67,34.26,-2.07,-0.87,17.56,0
34.68,6.09,106.32,-0.23,0.02,-0.19,0
26.41,6.56,32.7,0.13,0.09,-0.36,1
30.18,7.2,57.51,-0.26,-0.04,-1.99,1
27.9,7.39,76.77,0.12,0.0,-1.97,1
29.86,6.98,30.72,-0.12,0.05,1.51,1
30.16,7.41,77.62,-0.05,0.01,-0.05,1
31.26,6.61,65.03,-0.14,0.03,0.53,1
28.03,7.41,32.54,0.29,0.06,-2.0,1
28.38,7.12,49.26,0.18,-0.0,-1.64,1
25.13,8.45,40.5,-0.01,-0.03,-1.83,1
26.73,7.98,34.25,0.13,-0.01,1.71,1
30.56,6.84,52.56,0.23,-0.05,0.57,1
31.83,8.41,62.18,1.85,-0.87,33.51,0
25.59,8.18,65.84,0.21,0.06,0.28,1
28.91,7.74,59.87,-0.13,-0.1,1.0,1
27.89,6.59,60.01,0.13,-0.01,1.43,1
30.32,7.83,73.4,0.04,-0.0,-0.52,1
26.06,7.58,55.98,0.11,0.05,-0.77,1
31.44,6.53,43.87,-2.61,0.97,15.84,0
27.66,7.05,51.6,-0.13,0.07,-1.28,1
20.3,5.83,147.1,0.26,0.08,-1.68,0
28.12,6.99,39.17,-0.04,0.09,-1.1,1
29.06,6.73,69.03,0.22,-0.02,-1.47,1
31.65,6.72,75.57,0.13,-0.02,0.9,1
30.18,8.25,42.6,-0.08,-0.01,0.76,1
25.93,7.32,79.49,0.18,-0.05,-0.27,1
21.85,4.68,139.71,0.15,0.07,0.1,0
23.49,10.33,141.2,-0.11,-0.03,-1.95,0
37.25,4.77,120.48,0.24,0.03,0.05,0
31.61,7.65,46.36,0.28,0.08,-0.14,1
25.49,7.24,57.91,0.08,-0.04,-0.09,1
25.95,7.02,69.29,-0.28,0.09,-1.4,1
34.46,5.09,97.31,-0.2,-0.1,-0.93,0
37.01,5.83,142.26,0.19,-0.05,-0.37,0
25.41,6.87,58.33,-0.05,0.01,-0.87,1
27.57,8.09,43.1,-2.32,0.7,32.21,0
28.41,7.93,55.34,-0.28,-0.02,0.33,1
28.76,7.05,65.69,-0.1,0.04,-0.08,1
30.75,7.6,76.76,0.06,-0.06,0.65,1
28.09,7.63,46.58,-0.07,-0.08,-0.0,1
26.54,6.56,70.85,0.28,0.09,0.99,1
22.89,4.44,115.55,0.28,-0.06,-1.38,0
30.42,8.01,40.01,-2.06,-0.82,22.06,0
27.88,7.57,42.27,-0.24,0.09,-0.51,1
37.56,9.81,122.63,-0.2,-0.04,-0.67,0
29.6,6.89,63.9,-2.46,-0.89,29.54,0
31.59,7.34,43.05,-0.18,0.08,-1.94,1
20.78,4.83,121.71,0.27,-0.03,0.84,0
27.54,6.53,77.34,-0.24,-0.01,-0.58,1
33.98,6.06,120.31,0.08,-0.06,1.99,0
25.27,8.08,36.49,0.05,0.03,0.7,1
29.36,8.43,53.09,-0.3,-0.0,0.49,1
25.8,7.29,49.86,0.13,0.06,0.02,1
31.71,8.47,55.06,-0.06,0.07,-1.31,1
28.74,8.38,47.61,0.26,0.08,-0.53,1
35.93,5.83,121.49,0.2,0.09,-1.53,0
30.03,7.76,75.76,2.28,0.63,17.91,0
22.86,5.54,132.07,-0.21,-0.05,-0.66,0
25.76,6.72,59.95,0.25,0.07,-0.45,1
21.11,5.97,124.8,0.01,0.06,-1.84,0
29.36,8.19,32.76,0.27,-0.07,1.72,1
37.29,5.5,92.76,0.11,-0.07,1.39,0
28.93,8.04,79.79,-0.12,-0.06,-0.78,1
30.87,6.63,68.53,0.09,-0.06,1.76,1
33.0,10.13,110.27,-0.08,-0.0,-0.53,0
31.96,6.78,50.08,0.14,-0.09,0.5,1
22.76,9.8,96.61,0.03,0.03,0.74,0
28.05,6.55,49.87,0.07,-0.08,1.84,1
28.68,7.85,79.01,-0.2,-0.08,-1.86,1
29.55,7.11,73.79,0.07,0.01,0.48,1
25.81,8.49,43.04,-0.01,-0.04,0.13,1
27.51,7.42,45.36,-0.12,0.1,0.73,1
26.14,6.53,46.47,0.18,-0.03,1.88,1
29.97,8.41,61.26,-0.14,0.1,-0.92,1
31.04,6.84,44.32,0.24,-0.08,-0.17,1
28.29,8.36,75.92,0.08,-0.02,1.31,1
33.92,4.51,113.72,-0.26,-0.08,0.83,0
28.86,7.77,57.09,-0.11,0.07,0.28,1
31.28,7.85,38.31,0.21,-0.04,-1.38,1
29.87,7.92,48.2,-2.43,-0.88,34.93,0
27.86,8.27,63.02,1.6,-0.76,30.85,0
28.0,8.2,49.58,-0.28,0.01,-1.33,1
21.53,6.01,114.35,-0.08,-0.02,1.0,0
30.15,7.94,70.36,-0.09,0.09,-0.9,1
28.17,6.62,57.49,-1.51,0.84,26.23,0
26.87,7.43,48.25,0.08,-0.08,-0.46,1
22.93,4.97,149.83,0.15,-0.02,1.21,0
31.3,7.25,68.6,0.06,-0.01,0.45,1
27.73,8.32,34.49,-0.0,0.07,0.13,1
30.88,7.03,33.27,0.03,0.08,-0.93,1
25.79,7.26,34.66,0.25,-0.04,-0.6,1
22.39,4.05,123.09,0.19,-0.01,1.07,0
24.2,4.63,148.39,0.26,-0.04,-0.19,0
25.92,8.0,73.92,-2.59,-0.67,31.8,0
29.41,8.47,35.49,-0.3,0.01,0.9,1
26.97,7.86,33.32,0.23,-0.09,1.05,1
31.72,7.47,41.64,0.0,-0.06,0.51,1
29.12,6.82,39.45,0.13,-0.01,-1.93,1
33.62,9.28,116.46,-0.24,0.0,-0.17,0
28.57,6.93,58.94,1.87,-0.97,31.32,0
29.13,8.44,34.43,0.23,0.04,-0.87,1
26.24,7.16,57.85,2.6,-0.55,18.68,0
30.71,7.57,75.82,0.25,-0.01,1.26,1
28.53,7.25,43.48,0.03,-0.02,0.79,1
27.46,6.68,75.83,-0.04,0.09,-1.84,1
25.91,8.33,73.31,0.12,-0.06,-0.41,1
33.96,9.12,138.87,0.08,-0.0,1.66,0
30.23,7.43,63.81,0.14,0.02,1.34,1
25.25,8.02,62.45,-0.01,0.02,-1.55,1
26.48,8.31,46.9,0.03,0.05,-1.83,1
28.14,7.7,60.64,-1.72,-0.91,22.96,0
27.37,8.33,77.44,0.06,-0.09,0.8,1
31.39,7.69,62.85,0.1,-0.07,0.09,1
27.58,6.89,44.78,0.21,0.02,1.66,1
21.16,9.29,109.05,-0.09,0.05,1.32,0
31.04,6.72,61.52,-0.29,0.1,1.28,1
31.2,7.51,70.79,0.27,0.05,1.34,1
25.31,7.83,66.51,0.13,0.06,-1.28,1
31.47,7.32,60.74,2.34,0.75,38.01,0
31.0,8.16,78.58,-0.08,-0.01,1.95,1
25.25,7.02,72.53,-0.13,-0.1,0.31,1
30.56,6.9,78.61,-0.19,0.03,-1.92,1
26.1,6.9,79.53,-0.18,0.06,-1.51,1
32.52,4.22,116.39,0.22,-0.1,-0.49,0
25.48,8.41,68.66,-0.25,0.05,-0.49,1
28.41,7.15,63.64,-2.31,-0.77,38.71,0
29.77,7.37,54.68,-0.18,0.07,-0.39,1
31.96,8.26,36.32,0.2,-0.04,-0.55,1
29.69,7.74,47.76,0.22,0.01,-0.64,1
36.54,9.64,108.38,0.15,0.02,-1.36,0
24.11,5.76,144.02,0.29,0.07,0.4,0
26.82,8.07,60.07,-1.89,-0.61,32.76,0
20.33,4.71,127.04,0.13,-0.01,1.32,0
26.5,8.37,35.08,0.16,0.06,-1.36,1
26.29,8.12,33.53,-0.11,0.09,-0.62,1
29.68,8.13,55.47,-2.27,-0.7,24.38,0
31.68,8.37,48.72,-0.23,0.09,-0.36,1
25.37,7.92,59.85,-2.74,-0.58,16.97,0
33.59,4.5,111.63,0.17,-0.06,1.28,0
29.71,6.82,74.75,0.17,0.09,-0.44,1
30.94,7.07,46.32,-0.29,0.05,-1.47,1
30.15,7.35,49.38,0.21,-0.05,0.6,1
21.98,8.94,124.83,0.03,-0.08,-1.18,0
21.24,4.58,117.43,-0.05,-0.06,-0.53,0
34.39,10.17,119.57,0.2,-0.04,-1.08,0
30.57,6.62,39.62,-1.97,0.79,26.31,0
29.25,8.31,32.83,-2.86,-0.55,20.69,0
30.27,7.87,32.48,0.02,-0.02,-1.02,1
27.84,6.82,44.45,-2.15,-0.84,29.23,0
28.85,8.48,68.66,-0.12,-0.09,0.13,1
27.63,7.94,33.38,-0.26,0.04,1.94,1
20.27,5.01,136.25,-0.15,-0.09,-1.99,0
23.7,9.04,102.8,0.24,-0.01,1.46,0
27.1,7.02,75.59,-0.24,-0.04,-1.46,1
27.01,7.34,69.09,-1.96,0.59,22.53,0
35.04,9.69,100.42,0.01,-0.08,1.42,0
29.88,7.89,42.7,0.12,-0.1,-1.12,1
27.23,8.21,37.67,-2.45,-0.7,35.06,0
26.44,7.57,73.84,0.12,-0.07,1.13,1
26.35,7.03,75.2,0.05,-0.07,-0.82,1
26.61,7.18,44.03,0.13,0.06,-1.82,1
30.86,7.95,73.93,-0.07,0.02,-1.51,1
29.56,6.75,71.02,-0.24,0.09,1.9,1
31.95,7.43,42.74,-2.76,-0.7,15.47,0
25.37,6.79,43.77,2.6,0.77,35.75,0
31.32,7.66,59.32,-2.94,0.64,16.1,0
22.56,4.08,128.89,-0.17,-0.06,-0.54,0
25.14,7.79,68.95,-0.17,0.09,-0.99,1
37.75,9.92,87.81,-0.04,-0.05,-0.92,0
30.02,7.84,35.07,-2.21,0.52,18.72,0
37.23,9.74,100.89,0.25,0.04,-1.51,0
31.4,7.5,43.67,2.65,0.56,16.01,0
30.46,7.01,58.08,-0.23,0.01,1.56,1
35.72,9.27,118.13,-0.13,0.07,-1.46,0
28.09,6.72,57.35,0.3,0.01,-0.09,1
28.32,7.0,58.9,0.1,0.09,0.69,1
30.0,7.13,46.47,-0.1,-0.07,0.36,1
37.4,9.3,130.63,-0.18,0.06,0.36,0
31.41,6.69,36.11,-0.11,0.06,-1.14,1
28.92,8.41,68.59,0.16,0.04,0.88,1
27.62,7.36,62.19,0.14,0.04,1.24,1
30.96,6.71,63.47,-0.14,-0.1,0.57,1
20.88,5.27,89.06,-0.06,0.06,1.05,0
31.07,7.29,51.9,2.71,0.99,19.66,0
31.49,7.8,50.34,2.95,-0.65,37.76,0
27.47,7.12,35.3,-0.01,-0.0,0.59,1
34.59,9.24,145.05,0.3,-0.01,0.4,0
28.95,7.96,45.07,0.12,-0.01,0.55,1
26.3,6.71,38.42,-0.18,0.04,1.0,1
24.32,10.4,143.35,0.1,-0.1,-1.76,0
26.81,7.3,39.63,0.05,-0.08,1.48,1
35.25,8.85,96.06,-0.03,0.05,1.65,0
26.78,7.59,42.62,0.03,-0.05,-0.83,1
27.24,7.84,71.44,-0.18,-0.02,1.28,1
25.95,8.49,32.06,-1.77,0.57,36.4,0
30.81,7.63,64.69,0.01,0.06,-0.7,1
26.24,7.39,76.51,0.06,-0.07,0.43,1
29.06,7.08,57.13,0.13,-0.02,0.85,1
32.89,9.38,117.07,0.04,0.05,0.35,0
32.87,4.59,121.67,0.28,-0.09,-1.75,0
25.64,8.32,70.5,0.14,-0.05,-0.98,1
30.47,6.8,75.74,-0.08,0.05,-0.77,1
27.96,6.97,60.82,-0.07,-0.03,1.03,1
25.92,8.48,52.55,2.24,0.75,32.69,0
30.4,7.19,65.89,-1.72,-0.72,34.83,0
37.89,10.42,92.3,0.08,-0.08,0.99,0
25.3,6.72,48.58,-0.18,0.05,1.61,1
31.8,8.37,55.5,0.27,0.1,-1.68,1
30.63,7.3,71.11,0.03,-0.05,-0.34,1
26.16,7.45,76.87,-0.05,-0.04,-0.13,1
33.33,4.98,117.0,0.22,-0.0,0.53,0
22.88,5.49,92.68,-0.16,0.0,1.72,0
29.31,7.98,56.17,0.18,-0.06,-1.34,1
29.58,8.01,31.92,0.03,0.07,0.15,1
26.01,7.35,78.59,2.23,0.57,17.67,0
31.43,6.68,45.55,1.79,-0.84,28.15,0
29.16,7.01,35.63,-2.42,-0.8,34.29,0
31.21,7.72,47.29,-1.99,-0.62,36.45,0
28.0,7.31,36.55,0.13,0.09,-0.84,1
30.09,7.92,51.1,0.24,-0.04,-1.53,1
27.68,7.11,70.78,-2.16,0.66,18.79,0
21.68,9.3,126.98,-0.26,0.0,-1.19,0
27.3,6.52,49.69,-0.07,-0.09,0.48,1
30.33,6.84,61.37,0.25,-0.0,0.25,1
20.8,9.59,101.03,-0.21,-0.09,0.06,0
20.82,9.43,105.88,0.25,-0.03,0.76,0
30.15,7.88,67.76,0.03,-0.07,1.46,1
20.42,10.01,142.31,-0.18,0.02,1.39,0
31.14,7.26,36.26,2.81,-0.63,20.48,0
29.01,7.06,41.84,-0.14,0.09,-0.54,1
25.06,7.37,38.36,1.59,0.75,25.05,0
27.45,7.26,72.44,-0.15,-0.09,-0.71,1
26.02,7.48,46.2,-0.14,-0.02,-1.66,1
25.9,7.33,46.79,2.86,0.95,19.62,0
30.21,7.02,79.48,0.25,0.07,-1.79,1
24.26,5.96,140.24,-0.18,-0.02,0.6,0
28.25,6.8,34.22,0.09,-0.03,-0.6,1
23.14,6.17,146.19,0.3,0.06,-0.07,0
25.08,7.63,43.4,-0.09,-0.0,-0.57,1
27.08,6.63,47.07,2.1,0.85,21.53,0
23.49,5.29,90.11,0.24,-0.09,1.87,0
27.55,8.41,53.99,0.07,0.05,-1.43,1
28.02,6.51,42.82,-0.01,-0.02,0.33,1
25.63,7.66,39.55,-2.83,0.56,29.77,0
30.52,7.18,43.83,-0.07,-0.06,0.21,1
36.21,10.18,107.71,0.01,0.04,1.84,0
31.29,6.72,58.42,0.29,0.06,0.34,1
20.05,4.4,118.25,0.14,-0.1,1.53,0
29.65,7.52,41.44,0.07,-0.09,-1.68,1
34.96,9.6,113.61,-0.23,-0.05,-1.2,0
26.84,7.58,76.09,-2.66,-0.59,16.37,0
27.82,6.96,53.94,-0.04,0.03,-0.35,1
27.98,7.63,58.16,0.07,-0.02,1.73,1
30.04,8.21,62.49,-0.01,0.06,-1.96,1
29.82,8.29,79.21,-2.2,-0.61,22.45,0
28.45,8.34,46.79,0.24,-0.03,-0.65,1
29.95,8.24,39.77,-0.1,0.03,-0.93,1
21.23,4.22,108.86,0.13,-0.06,1.63,0
27.09,6.97,37.24,-0.15,-0.03,-0.99,1
28.92,7.3,40.96,0.06,0.0,-0.02,1
29.3,6.74,61.15,-0.24,0.02,1.91,1
31.54,7.59,42.32,-1.57,0.64,39.51,0
29.68,6.67,67.59,0.21,0.04,-1.29,1
26.84,6.76,70.89,1.87,-0.88,38.98,0
31.74,7.3,57.45,-0.04,-0.01,-1.54,1
26.49,7.81,50.15,0.15,0.05,0.87,1
26.61,8.27,44.84,-0.15,0.05,0.96,1
27.66,7.13,63.96,-0.09,-0.02,-1.15,1
22.76,4.07,105.6,0.27,0.01,1.59,0
25.27,8.29,37.3,-2.6,0.59,25.63,0
30.36,6.81,38.71,-0.12,0.06,0.61,1
26.48,7.8,38.3,0.08,0.03,0.55,1
30.41,7.28,44.48,0.02,0.1,-0.33,1
29.23,7.4,76.85,0.1,0.02,-1.18,1
31.15,7.66,60.4,0.13,-0.05,-0.58,1
31.07,7.4,72.0,-0.24,0.07,0.8,1
28.29,6.9,64.13,0.03,-0.05,-0.17,1
29.89,6.83,38.45,0.1,0.02,-0.53,1
37.91,5.05,119.96,0.09,-0.05,-0.98,0
31.04,7.37,77.48,1.64,-0.87,30.27,0
28.04,7.53,38.23,0.24,-0.09,0.1,1
28.51,7.12,72.2,-0.12,0.01,1.98,1
25.65,7.35,45.03,0.04,0.08,-0.9,1
31.15,8.23,35.73,-2.77,-0.62,33.79,0
27.02,7.81,35.04,1.65,-0.53,35.03,0
28.94,7.76,31.34,0.02,-0.09,0.88,1
30.32,8.07,71.24,1.84,0.81,18.86,0
26.02,7.82,75.27,0.23,-0.08,-1.25,1
31.87,8.32,64.25,2.65,0.81,35.68,0
28.17,7.18,55.43,-0.1,-0.07,0.53,1
31.01,6.96,41.75,-0.27,0.02,1.96,1
26.0,7.0,78.46,0.06,0.08,1.2,1
27.66,7.05,69.38,2.29,0.78,15.11,0
20.36,10.18,126.45,0.15,0.09,0.11,0
20.11,9.17,113.27,0.25,0.09,0.62,0
27.02,8.19,38.64,-0.27,0.05,0.28,1
25.17,6.92,76.14,-0.14,0.02,-1.07,1
27.84,7.69,55.27,-2.69,-0.89,17.9,0
26.26,7.06,44.19,-0.16,0.03,-0.65,1
31.11,8.2,36.91,-0.0,-0.01,-0.83,1
37.68,9.3,115.86,0.07,-0.04,-1.14,0
26.45,6.51,30.42,0.04,-0.01,-2.0,1
25.47,7.98,59.9,1.58,-0.96,37.55,0
27.45,6.55,51.58,-0.18,0.05,1.24,1
25.57,7.25,38.47,-1.85,-0.6,30.18,0
37.28,5.07,132.84,-0.05,0.08,1.38,0
27.27,7.75,42.54,1.92,0.87,15.93,0
28.12,7.14,45.18,-0.05,0.07,-1.04,1
20.94,8.82,117.7,0.29,0.08,-1.58,0
31.65,8.35,37.06,1.69,0.69,18.49,0
24.24,4.16,134.28,0.0,0.0,-0.73,0
29.42,6.91,66.33,-0.18,0.02,0.97,1
26.61,7.96,78.92,2.32,0.76,38.97,0
29.29,7.45,57.23,0.06,-0.01,-0.73,1
35.39,10.43,130.95,0.02,-0.07,0.72,0
27.1,8.0,49.66,-2.01,-0.62,33.58,0
29.67,7.74,72.34,2.82,0.52,28.97,0
30.36,8.08,73.74,-0.28,0.08,-0.45,1
26.12,7.03,30.39,0.01,-0.1,-1.07,1
22.09,9.32,100.8,-0.29,-0.05,1.19,0
31.56,7.12,32.4,-2.64,0.74,30.52,0
36.84,9.44,128.31,-0.03,0.03,-0.94,0
37.43,9.17,143.6,-0.25,0.07,1.48,0
29.8,7.08,76.73,-0.15,-0.06,0.09,1
29.4,8.0,63.87,0.03,-0.02,-1.78,1
29.99,7.01,36.64,-2.49,0.77,28.33,0
30.23,7.64,56.87,0.29,0.02,-0.82,1
30.54,7.27,50.42,0.17,-0.04,-0.59,1
30.28,6.81,68.9,-0.29,0.06,-1.94,1
22.17,10.31,104.76,-0.24,-0.09,-1.33,0
30.22,6.79,79.72,2.84,0.75,23.99,0
31.81,7.79,46.83,0.1,-0.09,0.52,1
26.37,6.73,78.74,-1.51,-0.86,30.29,0
30.13,7.08,63.13,2.06,0.98,23.16,0
28.59,7.08,43.74,0.2,0.03,-1.54,1
25.82,8.1,53.08,-0.13,-0.08,-1.81,1
30.46,7.27,41.94,-0.07,0.07,-0.27,1
26.95,7.31,41.0,-0.28,0.06,1.57,1
22.96,4.46,129.8,0.12,0.06,-1.34,0
27.03,7.25,38.12,-0.25,0.02,1.83,1
26.28,8.22,76.68,0.18,-0.06,-0.36,1
29.99,6.66,50.8,-0.22,0.07,-1.01,1
28.85,6.98,70.69,0.06,-0.05,0.43,1
36.93,10.32,94.46,0.07,-0.04,-0.2,0
31.6,8.48,41.04,0.04,-0.09,1.46,1
21.32,5.27,124.66,-0.26,0.07,0.01,0
29.68,8.24,56.38,2.64,-0.64,39.09,0
27.58,7.07,78.54,-1.68,-0.8,19.53,0
35.03,9.12,121.18,-0.08,0.09,1.25,0
28.13,7.84,64.5,-0.19,0.05,-0.42,1
27.41,6.53,47.21,0.02,0.07,0.41,1
28.3,7.01,64.8,0.14,0.06,1.42,1
31.28,6.63,63.33,-0.14,0.01,1.53,1
31.47,6.87,48.22,2.57,0.98,26.76,0
30.69,6.85,79.17,0.29,0.03,-1.65,1
20.13,5.66,87.19,-0.29,-0.09,-0.93,0
30.41,8.12,64.95,-0.28,0.04,-1.25,1
25.57,6.86,66.26,-0.27,-0.02,-0.31,1
27.59,7.17,64.39,2.32,-0.93,29.71,0
31.06,7.96,34.51,0.22,-0.04,1.99,1
21.63,5.74,121.43,0.02,0.05,0.67,0
26.1,7.91,66.53,0.0,-0.06,1.32,1
26.8,7.9,50.15,2.86,0.85,33.27,0
28.31,7.75,46.08,0.16,-0.07,1.26,1
25.79,7.29,46.12,-0.03,-0.06,-1.23,1
29.46,6.96,34.85,-0.05,0.1,-1.5,1
26.21,7.33,45.97,-0.0,0.01,-0.95,1
25.75,6.75,42.1,0.16,-0.05,0.39,1
36.37,4.77,139.69,0.18,-0.05,1.57,0
31.77,8.45,66.37,0.02,0.05,0.36,1
28.77,8.28,45.82,0.17,0.1,-0.45,1
31.8,7.02,47.31,0.06,-0.01,1.14,1
26.3,8.24,59.38,0.28,0.01,-0.92,1
31.29,8.28,39.66,0.25,-0.01,0.55,1
25.08,6.86,74.21,-0.07,0.08,1.14,1
25.23,8.4,30.48,-2.46,-0.74,29.07,0
22.04,4.8,85.69,0.06,-0.06,1.2,0
31.22,7.31,31.85,-0.2,-0.04,0.81,1
30.35,8.21,66.49,0.21,0.1,-0.99,1
31.74,7.69,47.13,-1.68,0.65,36.78,0
33.22,5.71,120.93,-0.12,0.06,-1.01,0
31.26,8.44,31.22,1.71,-0.78,39.23,0
36.99,5.57,119.56,-0.11,0.02,1.46,0
26.76,7.27,68.11,-0.27,0.01,-0.76,1
26.84,8.09,76.0,0.05,0.05,-0.41,1
29.03,7.97,37.47,-0.04,-0.04,-0.55,1
29.69,6.5,49.88,-0.13,-0.1,0.09,1
31.45,6.75,60.12,-0.12,-0.03,-0.38,1
29.58,6.71,42.88,0.02,0.08,-0.78,1
28.22,6.95,34.29,0.2,0.04,1.27,1
27.69,7.3,50.8,-0.15,-0.03,-0.61,1
31.46,8.32,39.04,-2.23,0.63,37.27,0
31.56,6.73,75.62,-2.61,0.73,36.28,0
25.72,8.26,32.15,2.07,-0.61,15.16,0
22.13,10.4,122.61,-0.07,-0.01,0.83,0
26.98,6.9,74.19,-0.11,-0.08,0.91,1
31.03,7.67,34.81,0.29,-0.01,-0.96,1
29.66,7.15,35.84,-0.01,0.04,1.01,1
26.04,6.91,72.72,-0.2,0.02,1.99,1
34.65,5.02,107.15,0.03,-0.01,1.34,0
31.19,7.48,40.28,-0.2,0.03,1.21,1
29.73,8.41,68.1,-1.63,0.57,29.18,0
26.41,7.15,57.37,-0.21,-0.02,0.9,1
30.85,7.34,56.61,-0.28,0.09,0.48,1
25.8,8.41,48.54,-0.25,-0.05,-0.65,1
30.97,7.14,43.72,-0.09,-0.02,-0.88,1
25.44,7.79,31.3,-0.23,-0.08,0.05,1
25.27,6.82,66.87,0.13,-0.07,1.78,1
25.82,6.81,64.51,0.29,-0.01,-1.99,1
27.07,6.97,35.14,0.23,0.09,-0.58,1
31.04,6.89,33.6,-0.26,0.05,0.18,1
30.43,6.83,63.24,-0.04,-0.08,1.46,1
31.92,7.63,50.8,-0.08,0.0,-1.44,1
30.46,6.59,41.92,0.17,-0.07,0.21,1
33.28,5.09,115.6,-0.2,-0.02,0.44,0
32.91,9.74,126.58,0.05,0.01,1.01,0
22.84,4.81,91.69,0.25,0.08,0.16,0
31.4,7.4,42.8,0.14,-0.01,1.91,1
21.43,5.01,119.3,0.12,-0.02,-1.31,0
30.24,8.45,67.34,0.07,0.07,1.41,1
29.34,6.81,70.6,-1.82,0.76,17.21,0
26.39,6.83,76.3,-1.7,-0.63,38.86,0
25.29,7.12,68.31,-1.91,-0.61,27.05,0
28.97,6.9,40.15,0.25,0.08,1.23,1
25.55,7.01,31.7,0.04,-0.07,0.87,1
26.16,6.51,39.99,0.15,0.03,1.81,1
27.5,7.89,57.82,0.07,-0.09,0.71,1
25.52,7.54,44.29,0.26,0.01,1.29,1
27.57,7.86,54.09,2.74,-0.7,34.51,0
30.23,7.31,41.52,0.18,0.03,-1.1,1
33.17,10.45,139.02,0.06,0.05,-1.54,0
29.7,6.79,54.07,-2.81,0.68,27.76,0
34.39,4.94,131.29,0.04,-0.03,-1.97,0
26.99,6.89,44.89,-0.22,0.08,-2.0,1
27.39,6.77,35.97,-0.04,-0.09,1.49,1
28.5,7.68,67.29,0.14,-0.07,1.61,1
25.95,6.51,46.24,-0.1,-0.04,0.34,1
25.57,8.06,40.71,2.1,-0.86,37.38,0
20.59,4.13,149.12,0.29,0.1,0.13,0
30.81,7.56,67.2,-0.06,-0.02,-0.66,1
25.86,7.09,55.16,-0.14,0.1,1.64,1
33.23,5.34,130.3,0.19,-0.07,-0.59,0
21.96,5.45,125.35,0.15,0.08,0.2,0
30.82,8.01,46.38,0.3,-0.03,-0.67,1
23.28,5.75,140.25,0.21,0.1,0.69,0
28.31,7.06,75.71,-0.19,-0.04,0.11,1
25.44,7.15,34.13,0.09,-0.02,0.53,1
30.7,7.97,43.13,-0.16,-0.06,0.8,1
25.11,7.01,72.56,0.17,0.09,1.65,1
36.1,9.8,127.09,0.25,0.04,1.33,0
32.93,5.28,123.75,-0.25,-0.01,-1.98,0
27.82,8.26,74.89,0.21,0.02,1.04,1
25.35,7.56,35.64,-2.29,-0.81,39.95,0
24.08,5.28,119.07,-0.01,-0.05,1.61,0
30.57,7.41,38.28,0.22,-0.01,0.88,1
22.75,4.07,90.84,-0.27,-0.1,1.2,0
25.2,7.21,65.59,-0.02,0.01,-1.17,1
30.26,6.84,63.65,-0.26,-0.09,-1.54,1
29.88,7.38,49.41,-0.24,-0.08,1.44,1
23.52,4.07,139.45,0.06,-0.07,1.08,0
25.84,7.87,58.71,-0.1,0.03,-0.37,1
28.27,8.28,52.31,0.06,0.1,-0.26,1
25.91,7.49,61.31,-0.12,0.0,0.56,1
28.62,7.97,56.32,-2.17,-0.53,24.35,0
29.37,8.11,73.07,0.29,-0.08,1.63,1
23.55,5.82,89.16,-0.22,0.08,-1.58,0
27.45,7.77,72.87,-1.82,0.93,20.0,0
26.53,7.67,50.57,-1.94,0.52,35.12,0
31.98,7.04,71.03,-2.53,-0.63,31.16,0
30.24,7.13,32.87,-0.09,0.1,0.08,1
30.92,7.23,75.05,-0.24,0.01,0.24,1
28.72,6.87,59.74,0.13,-0.03,0.44,1
30.95,7.9,62.25,-0.05,-0.08,-0.71,1
29.09,7.73,78.62,0.09,-0.04,-0.94,1
31.51,7.82,70.33,-0.27,0.02,1.37,1
31.9,7.6,67.02,-0.04,-0.1,-0.63,1
