temperature,ph_level,turbidity,temp_delta,ph_delta,turb_delta,is_safe
32.42,7.02,13.5,0.24,0.04,-0.1,0
32.26,7.16,11.5,-0.09,-0.04,0.2,0
28.37,7.12,29.7,-0.11,0.03,-1.1,0
28.46,6.91,21.9,0.03,-0.0,-0.9,0
27.48,6.64,23.5,0.15,0.02,4.5,0
26.28,7.21,26.4,-0.25,0.01,-1.4,0
26.43,6.52,31.0,-0.22,-0.0,0.3,0
29.9,6.75,20.4,-3.57,0.03,-0.1,0
24.9,6.97,19.4,-0.69,-0.01,-0.6,0
26.73,6.67,16.3,-0.02,0.06,0.1,0
29.48,7.25,22.7,0.05,0.03,-1.8,0
26.05,6.72,12.8,-0.12,-0.0,0.1,0
27.81,7.06,23.1,-0.39,-0.01,-0.7,0
25.38,7.17,8.1,0.13,0.08,0.9,0
26.88,6.87,26.9,0.08,0.0,-2.0,0
31.33,7.13,11.9,-0.21,-0.03,-0.7,0
25.81,6.41,17.5,0.09,-0.01,0.9,0
29.04,6.48,42.2,0.21,-0.0,-4.8,0
26.75,7.11,6.5,-0.2,0.03,-0.6,0
26.2,7.18,5.7,-0.17,0.01,-0.7,0
33.1,7.38,4.5,0.07,0.04,0.7,0
27.97,6.66,15.6,-0.15,0.02,0.6,0
29.81,6.84,21.4,-1.19,-0.01,3.0,0
28.81,6.68,17.1,-0.91,-0.03,-0.8,0
25.1,6.8,12.5,-0.71,-0.06,0.3,0
28.14,7.22,10.7,-0.18,-0.01,-0.6,0
29.09,6.61,23.7,-0.12,-0.08,1.1,0
25.64,7.08,8.8,0.16,0.03,-0.0,0
26.91,6.73,24.5,-0.19,-0.01,-0.2,0
27.82,6.89,34.4,-0.05,0.05,16.0,0
24.65,7.34,8.4,-4.18,0.0,-0.1,0
31.2,6.56,20.9,0.13,-0.03,-0.9,0
29.73,7.11,12.9,-0.03,-0.01,-0.3,0
26.64,6.73,14.6,-0.08,0.01,-0.1,0
30.17,7.16,8.1,3.4,0.01,-0.2,0
26.76,6.55,29.4,0.05,0.0,1.6,0
25.94,6.62,18.9,0.05,0.03,-0.6,0
27.74,6.54,15.6,-0.1,-0.01,-0.5,0
28.56,6.63,15.2,0.22,0.03,-0.2,0
27.7,6.87,16.0,-0.09,-1.53,0.3,0
26.09,7.46,5.2,-0.13,-0.03,0.2,0
25.65,6.74,13.3,0.09,-0.08,-1.6,0
32.37,7.17,11.5,0.05,0.01,0.1,0
27.48,6.55,15.9,-0.05,-0.03,-0.5,0
25.86,7.27,4.8,-0.1,-0.01,-0.9,0
25.38,7.1,9.2,-0.02,-0.01,-0.4,0
32.81,7.07,12.7,-0.02,-0.01,0.7,0
26.99,6.5,20.7,0.0,-0.07,0.9,0
27.99,6.49,21.2,0.09,0.02,-0.6,0
27.15,7.29,24.1,0.01,0.01,1.4,0
27.68,6.92,30.6,-0.13,0.0,2.6,0
32.65,7.16,12.2,0.1,0.03,-0.2,0
27.52,6.64,22.4,0.37,0.01,-0.6,0
32.13,7.04,13.7,-0.11,0.01,0.2,0
26.95,6.95,22.7,0.11,-0.02,-1.8,0
26.3,6.73,12.3,-0.01,-0.01,-0.7,0
25.34,6.8,12.5,-0.42,-0.04,0.2,0
27.67,6.67,22.6,-0.01,0.02,2.0,0
27.5,6.6,17.3,-0.12,-0.01,-0.2,0
27.29,6.82,25.5,0.0,-0.01,-0.8,0
32.17,7.38,7.2,-0.02,0.01,-0.4,0
26.4,6.84,19.4,0.04,-0.0,-0.2,0
28.26,6.61,22.8,0.2,-0.02,6.0,0
26.92,7.07,29.0,-0.13,0.03,1.7,0
29.05,7.25,10.9,-0.24,-0.01,-1.0,0
29.68,7.09,20.8,-0.7,-0.03,2.3,0
31.78,7.36,7.8,0.08,-0.0,0.6,0
28.49,6.72,18.6,0.03,-0.06,-0.8,0
32.1,7.1,11.6,-0.19,-0.1,0.4,0
31.83,7.03,15.3,-0.03,0.01,1.1,0
26.81,6.68,15.6,0.08,-0.01,-0.4,0
23.82,7.51,8.6,-5.36,0.04,0.1,0
25.23,6.44,18.8,0.01,-0.05,-0.7,0
27.45,6.8,28.9,0.04,0.0,-2.1,0
27.75,6.52,20.1,0.14,0.0,0.4,0
27.16,6.93,22.8,0.14,0.01,-1.6,0
25.69,7.04,9.4,0.11,0.03,-0.4,0
31.06,7.43,7.1,1.79,-0.0,-0.7,0
27.49,7.26,26.1,0.05,-0.0,2.4,0
27.35,5.69,16.0,0.1,-0.11,0.8,0
25.17,7.11,9.3,-0.01,-0.0,-0.3,0
27.7,6.9,21.8,-0.1,-0.07,-0.8,0
25.73,6.58,19.1,0.05,0.02,-0.5,0
28.92,6.47,20.6,-0.21,-0.02,-0.1,0
26.45,6.72,23.1,-0.14,-0.05,0.9,0
27.42,6.4,3.7,-0.06,0.01,-0.1,0
31.25,6.97,12.9,-0.15,0.02,-0.5,0
26.92,6.61,14.8,-0.08,0.03,0.2,0
31.51,6.48,22.0,-0.12,0.02,0.3,0
27.19,6.76,30.9,0.18,0.24,-1.5,0
31.78,7.4,6.8,-0.02,0.02,0.1,0
27.55,6.56,16.4,-0.16,0.04,-0.5,0
30.39,7.06,15.7,-0.15,-0.04,0.2,0
26.13,7.16,5.1,-0.03,-0.01,-0.7,0
28.06,6.73,22.8,0.03,-0.01,-0.5,0
27.92,7.18,26.9,-0.19,0.01,-1.6,0
30.01,7.23,13.7,0.13,-0.04,-0.4,0
31.6,7.21,2.9,0.14,0.04,-1.7,0
27.8,6.86,24.3,-0.2,0.04,2.0,0
27.7,6.65,21.5,0.13,0.01,-1.1,0
26.79,7.07,24.8,-0.22,-0.03,1.6,0
25.28,7.0,12.6,-2.5,-0.05,1.3,0
29.36,6.71,17.6,-2.29,-0.05,-0.9,0
28.28,6.44,20.6,0.1,-0.01,-0.1,0
27.79,6.7,17.1,-0.04,-0.01,-1.2,0
32.14,7.3,8.7,0.06,0.0,0.4,0
30.11,6.73,20.7,-0.2,0.0,-1.2,0
25.81,7.17,7.5,0.22,0.0,1.6,0
29.78,6.82,18.8,0.01,0.02,-26.0,0
32.02,7.03,13.3,-0.04,-0.0,0.1,0
25.21,7.25,3.8,0.04,0.0,-0.2,0
25.93,6.79,13.3,-0.01,-0.04,0.2,0
30.98,7.15,11.9,1.21,-0.05,-1.5,0
32.3,7.45,3.9,-0.02,0.02,0.1,0
27.53,6.86,29.0,0.03,0.01,-1.9,0
32.03,7.39,7.6,-0.01,0.01,-0.3,0
27.15,6.5,22.0,-0.14,-0.01,-0.5,0
29.04,6.7,17.0,-0.05,-0.03,-0.8,0
28.05,6.69,33.1,0.18,-0.01,-3.2,0
32.69,7.23,9.3,0.21,-0.03,0.5,0
32.23,6.51,21.6,-0.2,0.01,-0.3,0
26.75,6.61,14.4,0.05,-0.37,1.2,0
25.99,7.27,4.7,-0.04,0.01,-0.6,0
25.28,6.66,15.9,-0.08,0.05,-0.1,0
27.55,6.56,16.0,0.16,-0.02,0.2,0
26.13,7.13,13.6,-4.71,-0.03,2.0,0
27.83,7.18,27.6,-0.02,0.03,-1.0,0
28.42,7.79,8.7,-0.04,0.56,-0.9,0
26.05,7.28,8.6,-0.01,0.01,0.1,0
31.69,7.4,6.9,0.12,0.02,0.0,0
27.93,6.66,15.2,-0.19,-0.0,-0.6,0
26.99,6.4,20.8,0.05,-0.01,0.1,0
30.49,6.73,21.6,-0.19,-0.01,0.8,0
25.85,6.73,12.8,-0.3,-0.01,0.2,0
32.44,7.19,11.9,0.39,0.03,-0.4,0
31.98,7.04,12.4,0.24,-0.02,0.3,0
27.14,6.72,30.5,-0.09,0.01,1.9,0
31.25,6.96,12.8,-0.04,-0.03,-0.4,0
28.8,6.9,22.6,0.52,0.04,-0.6,0
30.45,6.39,20.4,0.19,0.02,-0.1,0
32.25,7.36,7.2,-0.06,-0.02,1.5,0
25.63,6.51,16.1,-0.16,0.01,-1.4,0
29.48,6.97,31.8,-0.22,-0.03,17.0,0
29.79,6.72,17.7,0.06,-0.04,-0.2,0
27.38,6.87,22.8,0.02,0.0,0.0,0
29.9,7.06,13.7,-0.05,-0.01,1.0,0
25.64,6.75,15.3,-0.0,-0.01,0.3,0
31.71,7.25,9.9,0.2,0.04,-1.0,0
27.82,7.23,20.6,0.03,-0.02,0.8,0
29.8,6.68,26.0,-0.07,-0.03,-1.1,0
26.65,6.78,25.8,-0.19,-0.01,1.5,0
26.19,6.56,17.0,-0.15,-0.0,1.1,0
25.56,6.74,12.6,-0.81,-0.02,-0.1,0
26.04,7.0,10.2,-0.14,-0.02,-0.4,0
32.36,7.19,11.1,-0.02,0.01,-0.4,0
32.37,7.4,9.0,0.02,0.02,1.2,0
26.75,6.66,23.4,-0.11,0.04,1.1,0
26.99,6.74,27.1,0.14,-0.01,-1.8,0
29.61,6.45,20.4,0.17,-0.02,0.8,0
30.56,6.64,21.9,-0.06,-0.07,0.4,0
27.73,6.92,25.0,0.12,0.02,1.1,0
28.3,6.75,31.1,0.16,0.0,-0.3,0
28.07,7.08,27.8,0.01,-0.07,1.7,0
25.95,6.51,18.8,0.01,0.0,-0.6,0
31.68,7.17,14.0,0.16,0.01,0.3,0
32.23,7.23,9.1,-0.01,0.0,0.6,0
24.7,7.24,19.3,-1.11,-0.02,-0.8,0
31.42,7.29,10.6,-0.29,0.03,0.6,0
27.09,6.26,15.1,0.05,-0.37,0.4,0
26.8,5.61,22.8,0.17,-0.61,0.4,0
27.61,6.79,25.0,-0.11,-0.01,0.7,0
27.04,6.27,20.9,0.1,-0.01,-0.1,0
27.9,6.53,16.6,-0.03,0.0,-0.4,0
30.63,6.74,23.9,-0.07,-0.0,-1.2,0
25.52,7.06,9.0,0.05,0.02,-0.0,0
26.59,6.47,20.4,0.15,-0.02,-0.5,0
28.97,6.8,17.8,-2.26,-0.05,-0.5,0
25.81,7.02,9.6,0.02,0.02,-0.4,0
26.75,6.69,16.4,0.21,-0.01,2.8,0
27.39,6.65,15.5,0.05,-0.0,0.7,0
26.71,6.71,19.1,-0.22,0.02,0.4,0
29.18,6.49,18.5,0.11,0.01,-23.3,0
27.22,6.59,16.3,-0.24,-0.04,0.1,0
30.71,7.29,8.7,0.11,-0.03,0.5,0
30.2,6.59,24.0,-0.23,-0.01,-1.5,0
29.56,7.22,18.5,-0.33,-0.04,1.8,0
31.01,6.76,19.1,3.1,0.0,-0.1,0
31.09,7.12,11.7,-0.26,-0.04,-0.7,0
27.19,7.22,22.0,0.12,0.04,-0.2,0
31.66,7.15,7.7,0.19,0.02,-0.5,0
25.99,6.41,17.4,0.24,0.01,0.8,0
32.0,7.02,15.3,-0.04,-0.03,0.3,0
25.75,7.26,4.6,-0.24,0.0,-0.6,0
30.17,6.75,28.3,-0.23,0.01,3.5,0
28.17,6.55,20.2,-0.21,0.01,0.4,0
27.49,6.41,20.5,0.25,-0.02,1.2,0
28.06,6.63,21.2,0.09,0.03,-0.8,0
31.79,7.14,15.2,-0.11,-0.08,-0.3,0
28.51,7.03,9.5,1.97,0.02,0.5,0
24.24,7.08,11.1,-2.75,0.05,0.3,0
30.16,7.11,12.5,2.44,-0.03,-1.0,0
28.84,7.17,11.0,-0.33,-0.02,-0.5,0
32.06,7.04,11.5,-0.05,-0.03,0.4,0
26.64,7.12,5.8,0.06,0.0,-1.1,0
30.75,7.15,11.4,0.03,-0.08,-0.8,0
29.16,6.93,14.0,0.08,0.6,1.2,0
28.07,6.63,21.9,0.25,0.01,5.4,0
27.56,6.92,24.6,-0.1,0.02,2.0,0
32.12,7.48,7.1,0.08,0.03,-0.3,0
27.66,6.54,17.5,0.06,0.03,-0.0,0
26.5,6.49,20.5,-0.01,0.02,-0.2,0
26.12,6.59,32.4,-2.08,-0.02,-1.0,0
28.67,7.28,11.0,-0.3,-0.01,-1.0,0
24.88,7.11,16.5,0.11,-0.07,-0.4,0
25.98,6.78,12.4,-0.04,-0.01,-1.2,0
25.24,6.55,17.9,0.09,-0.07,1.9,0
32.39,7.3,7.6,-0.09,-0.0,-1.9,0
26.85,7.06,27.0,0.17,-0.01,1.3,0
27.95,6.56,16.8,0.2,-0.01,-0.1,0
29.68,7.02,16.5,-0.05,-0.04,0.6,0
23.11,7.17,5.2,0.69,0.02,0.0,0
30.95,7.15,11.3,-0.04,-0.04,-0.6,0
28.19,7.03,29.1,-0.15,0.0,-2.0,0
28.65,6.67,16.5,0.08,-0.01,-1.1,0
32.34,7.33,7.9,-0.13,-0.01,-0.2,0
29.97,7.24,13.7,0.15,-0.04,-0.4,0
26.32,6.5,30.6,-0.12,0.0,-0.6,0
27.31,6.64,16.2,-0.08,0.0,-0.6,0
28.81,6.79,22.9,-0.0,-0.02,-2.0,0
29.61,6.51,19.8,0.07,0.01,-0.2,0
26.95,6.84,27.1,-0.13,-0.0,1.8,0
27.96,6.76,28.3,0.21,0.06,-2.7,0
32.19,7.36,7.2,-0.04,0.0,-0.4,0
28.87,6.57,40.8,0.21,-0.0,-4.4,0
27.31,6.79,27.2,0.02,0.02,-1.7,0
27.22,6.44,25.0,-0.16,-0.02,-1.3,0
31.41,6.51,22.5,-0.14,-0.0,1.8,0
32.21,7.04,13.7,-0.06,0.01,0.2,0
28.94,6.92,22.9,0.05,0.0,-1.9,0
27.53,6.86,27.4,0.01,0.01,-1.2,0
27.33,6.83,28.5,-0.01,0.0,0.2,0
32.65,7.24,7.1,0.13,-0.02,-0.9,0
27.54,6.75,19.9,-2.8,0.05,-0.6,0
27.91,6.95,26.3,-0.14,0.08,1.4,0
32.26,7.13,11.7,0.25,0.04,-0.5,0
28.41,6.45,19.3,0.11,0.01,0.1,0
28.36,7.31,9.0,0.18,0.03,-0.6,0
28.52,6.61,21.3,-0.21,-0.02,6.6,0
30.09,7.13,11.2,-0.03,-0.02,-0.6,0
27.2,7.32,22.3,0.17,-0.07,-0.0,0
32.62,7.31,8.0,-0.03,0.0,-0.4,0
27.69,7.24,20.7,-0.05,-0.02,0.4,0
27.13,6.75,30.9,0.17,0.23,-1.5,0
26.31,6.66,13.2,-0.25,-0.02,-1.1,0
30.55,7.31,10.4,-0.02,-0.0,-0.2,0
32.44,7.28,8.1,-0.11,0.01,-0.3,0
29.43,6.88,23.9,-0.37,0.0,0.7,0
29.43,7.17,28.2,0.11,0.01,14.0,0
26.24,5.68,22.8,-0.05,-0.21,-0.3,0
25.22,6.71,12.5,-0.86,-0.03,0.2,0
29.18,6.99,33.4,-0.07,0.01,16.7,0
26.05,7.2,6.5,-0.31,-0.01,0.2,0
32.04,7.55,3.8,-0.05,0.01,0.8,0
28.91,6.7,23.6,-0.04,-0.08,1.2,0
28.28,6.85,25.0,0.04,0.01,2.9,0
27.61,7.07,24.2,-0.13,0.03,-1.1,0
27.02,6.95,19.9,0.06,-0.02,-1.4,0
27.57,6.52,16.2,0.19,-0.03,0.2,0
29.71,6.65,25.8,-0.19,-0.05,-0.7,0
25.93,7.02,10.2,-0.22,-0.02,-0.2,0
25.94,6.99,20.4,-0.13,0.01,-1.6,0
26.42,6.5,20.3,0.06,-0.01,-0.3,0
26.29,6.5,20.6,0.28,0.02,0.2,0
30.07,6.67,20.2,-0.03,0.0,-0.5,0
27.49,6.9,23.2,0.15,0.06,-1.4,0
25.76,6.45,17.6,-0.1,0.01,0.2,0
29.75,6.74,22.4,0.22,0.03,-1.2,0
29.06,7.2,23.2,0.17,0.05,-1.9,0
25.9,6.79,14.9,-0.06,-0.01,-0.3,0
30.78,6.5,19.9,0.09,-0.01,-0.6,0
26.13,7.23,4.7,-0.03,0.0,-0.2,0
27.78,6.82,18.3,0.1,-0.0,0.3,0
28.43,6.67,24.6,0.18,0.0,-1.4,0
29.35,6.71,17.6,-2.3,-0.05,-0.8,0
28.83,7.11,23.2,0.03,0.02,0.2,0
28.28,6.57,17.0,-0.05,-0.03,0.5,0
26.09,6.38,20.6,0.02,0.21,-0.0,0
25.98,6.77,12.3,-0.12,-0.03,-2.0,0
26.06,6.46,18.6,-0.12,-0.04,1.2,0
28.29,6.41,20.7,0.11,-0.02,0.0,0
26.93,6.33,21.1,-0.12,-0.01,0.5,0
32.45,7.27,7.2,0.04,-0.01,-0.8,0
25.76,7.05,10.8,-0.37,0.03,-0.1,0
27.64,6.76,15.3,-0.17,-0.04,-0.8,0
26.23,6.71,28.9,-0.06,0.02,-0.2,0
30.32,6.7,24.6,-0.07,-0.03,1.7,0
29.75,6.75,17.5,-1.38,-0.04,-1.2,0
26.95,6.73,23.4,-0.12,-0.02,1.0,0
31.46,7.39,8.0,0.1,-0.01,0.8,0
26.77,6.64,23.3,-0.31,0.02,1.4,0
26.58,6.88,25.0,0.06,0.02,0.9,0
29.17,7.3,9.1,-0.06,0.1,-1.7,0
25.58,7.07,9.1,0.08,0.02,-0.2,0
27.37,6.45,14.9,0.08,0.65,-0.9,0
27.49,6.69,22.4,0.35,0.02,-0.5,0
31.66,7.18,10.1,0.3,0.04,-0.7,0
32.24,7.07,14.7,0.0,-0.04,-0.2,0
26.52,6.8,27.7,0.13,-0.03,-1.0,0
26.28,6.88,23.2,-0.05,0.01,-1.1,0
31.23,6.95,12.7,-0.01,-0.03,-0.4,0
27.88,6.46,19.3,0.27,0.02,-1.8,0
26.39,6.75,12.4,0.01,-0.01,-0.5,0
30.03,6.8,17.7,0.02,-0.04,-0.7,0
30.6,6.7,20.2,-0.13,0.0,0.9,0
32.42,7.02,13.5,0.24,0.04,-0.1,0
25.64,6.73,13.3,0.07,-0.08,-1.6,0
26.43,6.85,14.5,-0.03,-0.01,-0.2,0
27.54,6.95,23.0,0.2,0.06,-1.3,0
26.54,6.66,27.6,-0.06,-0.03,-0.2,0
29.43,6.83,24.3,0.01,-0.01,-2.3,0
26.58,6.47,20.2,0.09,-0.02,-0.3,0
26.56,6.8,23.1,-0.15,-0.04,0.9,0
29.92,6.75,20.2,-0.14,0.0,0.1,0
32.65,7.24,7.1,0.13,-0.02,-0.9,0
26.18,5.72,22.7,-0.09,-0.01,-0.3,0
28.75,6.96,23.9,-0.11,-0.02,0.9,0
26.15,7.21,4.7,0.01,0.01,-0.4,0
26.99,6.62,16.0,0.01,0.02,-0.7,0
25.35,6.62,16.1,-0.03,-0.01,-1.4,0
27.02,6.37,19.7,0.32,0.01,0.3,0
30.43,7.35,10.0,0.01,-0.01,-0.3,0
27.7,7.16,25.3,-0.24,0.04,-0.5,0
30.37,7.31,11.5,-1.88,-0.08,4.0,0
30.94,6.95,14.3,-0.12,-0.04,0.1,0
25.67,7.19,7.2,0.2,-0.0,0.2,0
25.29,7.03,13.9,-0.15,0.02,-0.3,0
27.57,7.08,22.0,0.03,-0.04,1.0,0
32.2,7.53,3.5,0.16,0.01,0.1,0
32.21,7.52,3.0,0.08,0.01,-0.2,0
27.39,6.81,30.5,-0.11,0.02,2.2,0
26.94,6.66,15.8,0.02,0.01,-0.5,0
26.66,6.61,15.6,-0.04,-0.03,-0.2,0
26.04,6.7,20.5,-0.08,0.03,-1.4,0
26.55,6.6,15.5,0.18,-0.03,-0.1,0
26.31,6.75,16.1,0.18,-0.02,2.9,0
30.6,7.33,9.5,0.15,-0.01,0.2,0
32.46,7.41,4.5,-0.15,0.02,0.2,0
25.72,7.12,7.4,0.17,0.0,-0.0,0
29.35,7.3,22.7,0.1,0.04,-1.8,0
30.65,6.6,22.2,0.03,-0.09,0.0,0
32.12,7.44,7.9,0.17,0.02,0.3,0
32.62,7.25,12.4,-0.06,-0.03,0.5,0
27.36,6.99,24.5,-0.14,0.17,4.4,0
28.74,6.64,21.5,-0.04,-0.01,6.6,0
27.88,7.03,10.2,-0.09,-0.02,-0.2,0
30.25,6.71,23.7,-0.25,-0.02,-1.5,0
26.09,7.12,7.3,0.06,-0.01,0.3,0
26.21,6.68,16.2,-0.05,-0.05,0.4,0
31.38,6.51,21.9,-0.02,0.01,0.2,0
27.97,6.64,23.5,0.36,0.01,5.8,0
29.03,6.78,17.8,-2.33,-0.05,-0.4,0
27.98,6.68,36.2,-0.21,-0.05,19.4,0
27.1,7.0,26.3,-0.26,0.01,1.5,0
26.14,5.82,22.5,-0.07,0.12,-0.1,0
29.5,6.65,23.8,-0.07,-0.02,-2.1,0
25.4,6.49,18.6,0.03,-0.03,-0.9,0
28.98,6.8,15.4,-0.21,-0.04,-1.4,0
26.49,6.69,16.4,-0.22,-0.09,-0.1,0
29.66,7.15,13.0,0.01,-0.01,-0.4,0
25.72,6.79,12.5,-0.26,-0.02,-0.9,0
32.65,7.3,8.4,0.03,0.05,0.0,0
26.48,6.54,30.2,-0.0,0.03,-1.2,0
25.81,7.01,8.9,-0.03,-0.01,-0.0,0
32.17,7.02,12.9,0.08,-0.01,0.1,0
26.21,6.4,22.9,-0.08,-0.02,-0.7,0
26.6,6.64,15.6,0.19,0.0,-0.2,0
27.37,6.84,22.8,0.02,0.0,-0.0,0
28.24,6.6,15.0,0.17,0.02,-0.3,0
27.18,6.83,28.8,-0.03,-0.01,-0.0,0
27.1,6.81,15.8,-0.2,-0.03,-0.5,0
26.18,6.48,20.5,0.25,0.17,-0.1,0
27.7,7.5,8.3,-0.17,0.36,0.8,0
32.13,7.25,8.5,0.18,0.0,-0.5,0
26.74,6.45,20.1,0.15,-0.01,-0.1,0
27.21,6.5,15.2,0.32,-0.03,1.1,0
31.94,7.15,9.9,0.04,0.3,0.8,0
32.45,7.52,3.4,0.27,0.0,0.2,0
29.4,6.68,23.7,-0.04,-0.01,-2.2,0
26.45,7.29,21.2,-0.1,-0.01,2.1,0
25.59,6.62,18.9,0.03,0.01,-0.4,0
27.51,6.7,15.7,-0.04,0.0,0.4,0
27.72,7.07,25.4,0.01,0.01,2.8,0
29.38,6.9,20.2,-0.31,-0.01,-10.3,0
27.4,7.02,28.3,0.09,0.02,-1.2,0
27.41,6.79,30.5,-0.11,0.02,2.2,0
27.86,6.64,7.7,0.16,-0.4,0.2,0
30.09,7.14,12.7,2.51,-0.03,-0.9,0
26.73,5.7,22.3,0.06,0.09,-0.0,0
26.96,6.41,20.9,-0.07,-0.05,0.8,0
28.74,7.34,23.0,0.21,0.05,-1.8,0
31.65,7.19,8.3,0.16,-0.03,-0.5,0
24.87,7.17,15.7,0.05,-0.1,-1.5,0
26.06,7.33,8.6,-0.1,0.0,0.1,0
27.43,6.86,24.3,-0.23,-0.01,0.0,0
32.2,7.09,13.2,0.1,0.02,0.6,0
27.01,6.9,27.9,0.06,-0.02,-1.8,0
27.62,6.52,20.1,0.13,-0.01,0.3,0
27.69,6.65,21.6,0.16,0.02,-1.1,0
32.72,7.31,8.1,0.03,0.01,-0.5,0
32.21,7.45,7.6,0.16,0.0,-0.2,0
27.7,6.54,16.3,-0.23,-0.0,-0.6,0
27.69,6.82,34.5,0.18,0.03,-0.5,0
31.63,6.52,21.6,0.1,-0.01,-0.4,0
28.51,7.03,9.5,1.96,0.02,0.5,0
30.16,7.33,9.4,-0.05,-0.02,-0.7,0
28.33,6.62,17.1,-0.07,-0.01,0.6,0
24.96,7.03,16.3,0.07,-0.06,-0.4,0
28.81,6.58,21.7,0.0,-0.04,-0.3,0
28.39,6.38,20.6,-0.05,-0.01,0.2,0
26.34,6.48,20.5,0.08,0.12,-0.2,0
26.66,6.22,21.5,0.12,0.07,-0.3,0
28.69,7.27,11.0,-0.3,-0.01,-1.0,0
26.01,7.29,4.7,-0.18,-0.02,0.3,0
26.35,7.16,6.4,-0.25,0.02,-0.5,0
27.24,7.13,23.0,0.09,0.05,-2.2,0
27.07,6.36,21.2,-0.07,-0.01,0.6,0
26.62,6.77,15.3,0.31,0.02,0.3,0
27.18,6.88,27.4,-0.06,-0.01,1.0,0
28.04,6.83,26.3,-0.15,-0.0,1.4,0
25.69,7.07,9.5,0.18,0.03,-0.4,0
29.02,6.99,20.4,-0.15,0.0,1.9,0
26.14,6.35,20.5,-0.08,0.07,-1.4,0
30.08,6.62,25.0,-0.02,-0.01,4.0,0
31.98,7.26,5.7,0.2,-0.01,-1.0,0
30.45,6.75,18.7,-1.29,-0.08,1.6,0
28.2,6.47,20.0,0.09,0.03,0.6,0
32.0,7.15,11.6,0.14,0.02,-0.5,0
32.63,7.41,4.6,0.05,0.0,-0.0,0
30.5,7.03,12.3,0.0,0.0,-0.6,0
27.47,6.88,3.4,-0.13,0.0,-0.2,0
32.09,7.35,7.1,0.61,0.01,0.0,0
27.3,6.84,20.6,0.15,-0.02,1.2,0
28.39,6.88,16.9,-0.12,0.03,-0.3,0
26.31,6.63,21.5,-0.04,0.0,0.5,0
27.27,6.5,20.8,-0.14,0.02,-1.1,0
29.38,6.87,17.6,0.34,-0.13,1.7,0
26.39,6.48,20.5,0.04,0.09,-0.2,0
25.91,7.17,4.3,0.18,0.06,0.1,0
27.0,6.96,10.9,0.07,-0.02,0.3,0
26.54,5.62,23.2,-0.14,0.02,0.3,0
25.92,7.27,8.7,-0.06,0.01,0.0,0
28.2,6.63,17.3,-0.24,-0.0,0.5,0
25.35,7.26,4.0,0.03,0.01,0.2,0
30.14,6.81,17.0,0.08,0.0,0.1,0
28.78,6.77,18.8,0.1,-0.02,0.5,0
28.02,6.65,21.2,0.06,0.02,-0.9,0
31.23,6.97,12.9,-0.14,0.02,-0.5,0
30.81,6.82,17.4,0.83,-0.02,0.1,0
26.16,6.98,21.6,-0.05,-0.0,0.8,0
25.35,7.11,9.1,0.04,0.01,-0.3,0
29.62,6.7,29.1,-0.16,-0.02,2.7,0
28.13,6.6,18.1,0.09,-0.12,-0.2,0
27.0,6.59,15.1,0.03,0.03,0.6,0
30.31,6.96,15.4,-0.01,0.02,0.8,0
27.22,7.03,20.6,-0.41,0.01,-0.3,0
28.9,7.12,27.6,-0.09,-0.03,2.0,0
29.83,7.55,20.3,-0.09,0.53,-2.0,0
25.66,6.98,17.6,0.04,-0.0,-0.9,0
26.45,6.8,28.5,0.15,0.0,0.6,0
26.0,7.18,6.1,-0.07,-0.0,-0.8,0
27.39,6.48,19.6,0.12,-0.02,-1.0,0
29.06,6.71,25.3,-0.02,0.03,-0.7,0
26.42,6.98,21.1,-0.05,-0.01,0.6,0
30.49,6.75,17.4,0.35,-0.01,0.3,0
32.78,7.13,11.4,0.22,0.0,-0.1,0
32.35,7.32,7.9,-0.17,-0.01,-0.2,0
28.54,7.11,23.8,-0.15,-0.03,-0.2,0
26.89,7.03,27.1,0.13,-0.01,1.3,0
28.57,7.22,27.3,-0.3,0.02,-0.1,0
31.87,7.01,13.3,0.15,0.02,0.5,0
30.07,6.88,17.7,0.02,-0.04,-1.2,0
28.0,6.66,18.1,0.08,-0.08,-0.2,0
26.87,7.06,23.2,0.03,0.1,-0.0,0
26.49,6.66,19.1,-0.13,-0.01,0.1,0
27.54,7.04,26.5,-0.19,0.15,1.3,0
26.51,7.13,4.9,2.84,-0.02,0.1,0
29.81,6.7,29.2,-0.2,-0.03,2.7,0
25.81,7.14,7.6,0.13,0.01,1.4,0
28.93,6.94,18.9,0.04,-0.04,-0.2,0
27.38,6.82,27.3,-0.02,-0.01,-1.8,0
26.53,6.48,20.4,0.03,0.0,-0.2,0
32.2,7.44,7.6,0.16,0.0,-0.2,0
25.96,6.79,13.3,-0.01,-0.03,0.2,0
27.14,6.48,20.6,0.17,0.01,-0.2,0
26.26,7.15,7.1,0.09,-0.01,0.3,0
27.19,7.09,22.9,-0.07,0.03,1.4,0
27.38,6.8,28.9,0.09,0.01,-2.1,0
28.34,5.81,13.1,-0.03,-0.92,0.2,0
28.2,6.86,21.9,-0.06,0.0,-1.2,0
28.64,7.06,9.2,3.0,-0.02,0.7,0
28.1,6.72,21.6,0.18,-0.01,5.6,0
28.61,6.64,14.9,0.19,0.0,-0.2,0
28.06,6.69,32.9,0.19,-0.01,-2.9,0
27.62,6.74,16.2,-0.07,-1.41,0.4,0
31.86,7.32,7.7,-0.06,0.01,-0.3,0
